statement_id,poll_id,poll_title,poll_url,panel_type,publication_date,topic_or_category,question_label,statement_text,poll_context,n_respondents,n_answered_excluding_no_opinion,n_strongly_agree,n_agree,n_uncertain,n_disagree,n_strongly_disagree,n_no_opinion,n_missing_or_did_not_answer,share_agree,share_disagree,share_uncertain,net_agreement,majority_position,consensus_level,polarization_score,source_csv_url,extraction_method,extraction_notes,issue_categories,category_source,category_confidence,weighted_share_strongly_agree,weighted_share_agree_only,weighted_share_uncertain,weighted_share_disagree_only,weighted_share_strongly_disagree,weighted_share_agree,weighted_share_disagree,weighted_net_agreement,weighted_polarization_score,consensus_direction,consensus_score,consensus_bucket,confidence_weighted_direction,confidence_weighted_score,confidence_weighted_bucket,confidence_weighted_shift,consensus_percentile,share_agree_percentile,confidence_weighted_consensus_percentile,confidence_weighted_share_agree_percentile
finance-stakeholder-capitalism-3__question-c,finance__stakeholder-capitalism-3,Stakeholder Capitalism,https://kentclarkcenter.org/surveys/stakeholder-capitalism-3/,Finance,2022-09-21,Corporate Governance; Finance and the Economy,Question C,Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.,,43,41,0,1,5,23,12,0,2,0.024390,0.853659,0.121951,-0.829268,Disagree,Strong consensus disagree,0.024390,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Stakeholder-Capitalism.csv,mixed,,Financial regulation,source,0.90,0.000000,0.020000,0.080000,0.560000,0.340000,0.020000,0.900000,-0.880000,0.020000,Disagree,0.731708,Strong consensus,Disagree,0.820000,Strong consensus,no,76.76,2.86,78.65,3.48
finance-climate-reporting-mandate-3__question-a,finance__climate-reporting-mandate-3,Climate Reporting Mandate,https://kentclarkcenter.org/surveys/climate-reporting-mandate-3/,Finance,2022-09-21,Corporate Governance; Financial Regulation,Question A,A mandate for public companies to provide climate-related disclosures (such as their greenhouse gas emissions and carbon footprint) would provide financially material information that enables investors to make better decisions.,,43,42,1,22,14,4,1,1,0,0.547619,0.119048,0.333333,0.428571,Agree,Split / disagreement,0.119048,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Climate-Reporting-Mandate.csv,mixed,,Financial regulation; Climate/environment; Energy,mixed,0.80,0.030000,0.500000,0.300000,0.120000,0.040000,0.530000,0.160000,0.370000,0.160000,Agree,0.214286,Weak consensus,Agree,0.230000,Weak consensus,no,31.86,47.54,29.32,41.76
finance-climate-reporting-mandate-3__question-b,finance__climate-reporting-mandate-3,Climate Reporting Mandate,https://kentclarkcenter.org/surveys/climate-reporting-mandate-3/,Finance,2022-09-21,Corporate Governance; Financial Regulation,Question B,A mandate for public companies to provide climate-related disclosures would provide material information that enables investors to make better decisions with regards to non-financial objectives (such as aiding portfolio choice based on ESG principles).,,43,41,8,22,8,2,1,2,0,0.731707,0.073171,0.195122,0.658537,Agree,Moderate consensus agree,0.073171,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Climate-Reporting-Mandate.csv,mixed,,Financial regulation; Climate/environment; Energy,mixed,0.80,0.240000,0.560000,0.120000,0.060000,0.020000,0.800000,0.080000,0.720000,0.080000,Agree,0.536585,Moderate consensus,Agree,0.680000,Strong consensus,no,61.08,65.24,65.02,67.34
finance-climate-reporting-mandate-3__question-c,finance__climate-reporting-mandate-3,Climate Reporting Mandate,https://kentclarkcenter.org/surveys/climate-reporting-mandate-3/,Finance,2022-09-21,Corporate Governance; Financial Regulation,Question C,A mandate for public companies to provide climate-related disclosures would induce them to reduce their climate impact substantially.,,43,42,0,11,24,6,1,1,0,0.261905,0.166667,0.571429,0.095238,Uncertain,Split / disagreement,0.166667,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Climate-Reporting-Mandate.csv,mixed,,Financial regulation; Climate/environment; Energy,mixed,0.80,0.000000,0.250000,0.550000,0.160000,0.030000,0.250000,0.190000,0.060000,0.190000,Uncertain,0.309524,Weak consensus,Uncertain,0.300000,Weak consensus,no,41.78,21.67,35.34,20.05
us-commitment-to-policy-rules__question-a,us__commitment-to-policy-rules,Commitment to Policy Rules,https://kentclarkcenter.org/surveys/commitment-to-policy-rules/,US,2022-11-15,"Business Cycles, Recessions, & Crises; Economists, Economic Theory, & Economic Organizations; Public Debt & Deficits",Question A,"When economic policy-makers are unable to commit credibly in advance to a specific decision rule, they will often follow a poor policy trajectory.",,43,37,2,23,10,2,0,1,5,0.675676,0.054054,0.270270,0.621622,Agree,Moderate consensus agree,0.054054,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-15-US-EEP-Commitment-to-Policy-Rules.csv,mixed,,Fiscal policy; Public finance,source,0.90,0.100000,0.620000,0.230000,0.050000,0.000000,0.720000,0.050000,0.670000,0.050000,Agree,0.405406,Moderate consensus,Agree,0.490000,Moderate consensus,no,50.31,59.56,50.94,59.36
us-commitment-to-policy-rules__question-b,us__commitment-to-policy-rules,Commitment to Policy Rules,https://kentclarkcenter.org/surveys/commitment-to-policy-rules/,US,2022-11-15,"Business Cycles, Recessions, & Crises; Economists, Economic Theory, & Economic Organizations; Public Debt & Deficits",Question B,"Rules-based fiscal policies deliver substantially better outcomes than purely discretionary, on the spot, policy choices.",,43,37,2,15,16,3,1,1,5,0.459459,0.108108,0.432432,0.351351,No clear majority,Split / disagreement,0.108108,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-15-US-EEP-Commitment-to-Policy-Rules.csv,mixed,,Fiscal policy; Public finance,source,0.90,0.090000,0.380000,0.390000,0.100000,0.040000,0.470000,0.140000,0.330000,0.140000,Agree,0.027027,No clear consensus,Agree,0.080000,No clear consensus,no,4.02,38.11,11.32,35.92
finance-cryptocurrency-exchanges__question-a,finance__cryptocurrency-exchanges,Cryptocurrency Exchanges,https://kentclarkcenter.org/surveys/cryptocurrency-exchanges/,Finance,2022-11-21,Finance and the Economy; Financial Regulation,Question A,The collapse of a major crypto intermediary will have little impact on the wider economy and the stability of the traditional financial system.,,40,39,7,23,7,2,0,0,1,0.769231,0.051282,0.179487,0.717949,Agree,Moderate consensus agree,0.051282,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-21-Finance-Cryptocurrency-Exchanges.csv,mixed,,Financial regulation,source,0.90,0.230000,0.610000,0.120000,0.050000,0.000000,0.840000,0.050000,0.790000,0.050000,Agree,0.589744,Moderate consensus,Agree,0.720000,Strong consensus,no,65.55,69.30,69.21,71.21
finance-cryptocurrency-exchanges__question-b,finance__cryptocurrency-exchanges,Cryptocurrency Exchanges,https://kentclarkcenter.org/surveys/cryptocurrency-exchanges/,Finance,2022-11-21,Finance and the Economy; Financial Regulation,Question B,The collapse of a major crypto intermediary suggests the need for the crypto asset class to be more tightly regulated.,,40,38,8,18,11,1,0,1,1,0.684211,0.026316,0.289474,0.657895,Agree,Moderate consensus agree,0.026316,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-21-Finance-Cryptocurrency-Exchanges.csv,mixed,,Financial regulation,source,0.90,0.260000,0.470000,0.240000,0.030000,0.000000,0.730000,0.030000,0.700000,0.030000,Agree,0.394737,Moderate consensus,Agree,0.490000,Moderate consensus,no,49.78,60.68,50.94,60.38
us-twitter__question-a,us__twitter,Twitter,https://kentclarkcenter.org/surveys/twitter/,US,2022-11-29,"Business, Management, & Corporate Performance; Democracy, Government, & Public Policy; Regulation, Competition, & Market Power",Question A,Network externalities give Twitter an incumbent advantage that will slow substantially the migration of users who would prefer alternative platforms.,,43,38,8,24,3,3,0,0,5,0.842105,0.078947,0.078947,0.763158,Agree,Strong consensus agree,0.078947,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-29-US-EEP-Twitter.csv,mixed,,Political economy; Public finance; Antitrust/competition; Immigration; Financial regulation,mixed,0.80,0.280000,0.570000,0.060000,0.090000,0.000000,0.850000,0.090000,0.760000,0.090000,Agree,0.763158,Strong consensus,Agree,0.760000,Strong consensus,no,79.22,76.90,72.82,72.86
us-twitter__question-b,us__twitter,Twitter,https://kentclarkcenter.org/surveys/twitter/,US,2022-11-29,"Business, Management, & Corporate Performance; Democracy, Government, & Public Policy; Regulation, Competition, & Market Power",Question B,"As of now, there needs to be more government regulation around Twitter’s content moderation and personal data protection.",,43,38,3,13,15,4,3,0,5,0.421053,0.184211,0.394737,0.236842,No clear majority,Split / disagreement,0.184211,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-29-US-EEP-Twitter.csv,mixed,,Political economy; Public finance; Antitrust/competition; Immigration; Financial regulation,mixed,0.80,0.130000,0.320000,0.330000,0.140000,0.080000,0.450000,0.220000,0.230000,0.220000,Agree,0.026316,No clear consensus,Agree,0.120000,No clear consensus,no,3.75,34.45,16.44,34.31
europe-electric-vehicles-2__question-a,europe__electric-vehicles-2,Electric Vehicles,https://kentclarkcenter.org/surveys/electric-vehicles-2/,Europe,2022-12-13,"Environment, Climate Change, & Natural Resources; Science, Technology, & Innovation; Transport",Question A,"Without government intervention, take-up of electric vehicles will be substantially less than is desirable to reduce carbon emissions.",,49,40,10,22,5,3,0,0,9,0.800000,0.075000,0.125000,0.725000,Agree,Strong consensus agree,0.075000,https://kentclarkcenter.org/wp-content/uploads/2022/12/2022-12-13-Euro-EEP-Electric-Vehicles.csv,mixed,,Climate/environment; Energy; Growth/productivity; Industrial policy; Taxation,mixed,0.80,0.260000,0.580000,0.090000,0.070000,0.000000,0.840000,0.070000,0.770000,0.070000,Agree,0.675000,Strong consensus,Agree,0.750000,Strong consensus,no,71.81,72.07,71.70,71.21
europe-electric-vehicles-2__question-b,europe__electric-vehicles-2,Electric Vehicles,https://kentclarkcenter.org/surveys/electric-vehicles-2/,Europe,2022-12-13,"Environment, Climate Change, & Natural Resources; Science, Technology, & Innovation; Transport",Question B,"To encourage greater take-up of electric vehicles, public expenditure on infrastructure to support them (such as charging stations) is likely to be more cost-effective than providing equivalent amounts as tax credits/purchase rebates for buyers.",,49,39,6,17,15,1,0,1,9,0.589744,0.025641,0.384615,0.564103,Agree,Split / disagreement,0.025641,https://kentclarkcenter.org/wp-content/uploads/2022/12/2022-12-13-Euro-EEP-Electric-Vehicles.csv,mixed,,Climate/environment; Energy; Growth/productivity; Industrial policy; Taxation,mixed,0.80,0.230000,0.420000,0.320000,0.030000,0.000000,0.650000,0.030000,0.620000,0.030000,Agree,0.205129,Weak consensus,Agree,0.330000,Weak consensus,no,30.38,51.88,38.28,52.85
us-music-event-ticketing__question-a,us__music-event-ticketing,Music Event Ticketing,https://kentclarkcenter.org/surveys/music-event-ticketing/,US,2022-12-13,"Regulation, Competition, & Market Power; Social Policy & Society",Question A,The market power of ticket-selling intermediaries leads to consumers who ultimately attend the music events paying substantially more and producers receiving substantially less than they would if the intermediary sector were more competitive.,,43,36,1,28,7,0,0,1,6,0.805556,0.000000,0.194444,0.805556,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2022/12/2022-12-13-US-EEP-Music-Event-Ticketing.csv,mixed,,Antitrust/competition; Political economy,source,0.90,0.030000,0.820000,0.150000,0.000000,0.000000,0.850000,0.000000,0.850000,0.000000,Agree,0.611112,Strong consensus,Agree,0.700000,Strong consensus,no,67.38,72.56,67.20,72.86
us-music-event-ticketing__question-b,us__music-event-ticketing,Music Event Ticketing,https://kentclarkcenter.org/surveys/music-event-ticketing/,US,2022-12-13,"Regulation, Competition, & Market Power; Social Policy & Society",Question B,The present system of initial ticket selling and reselling through secondary ticket intermediaries often leads to large transfers between different groups of ticket buyers that could be partially captured by artists through higher initial ticket prices.,,43,34,3,28,3,0,0,3,6,0.911765,0.000000,0.088235,0.911765,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2022/12/2022-12-13-US-EEP-Music-Event-Ticketing.csv,mixed,,Antitrust/competition; Political economy,source,0.90,0.140000,0.820000,0.040000,0.000000,0.000000,0.960000,0.000000,0.960000,0.000000,Agree,0.823530,Strong consensus,Agree,0.920000,Strong consensus,no,84.05,86.95,89.08,90.46
us-music-event-ticketing__question-c,us__music-event-ticketing,Music Event Ticketing,https://kentclarkcenter.org/surveys/music-event-ticketing/,US,2022-12-13,"Regulation, Competition, & Market Power; Social Policy & Society",Question C,Artists set prices at less than market-clearing levels in an effort to provide access for fans with modest incomes.,,43,31,2,16,12,1,0,6,6,0.580645,0.032258,0.387097,0.548387,Agree,Split / disagreement,0.032258,https://kentclarkcenter.org/wp-content/uploads/2022/12/2022-12-13-US-EEP-Music-Event-Ticketing.csv,mixed,,Antitrust/competition; Political economy,source,0.90,0.130000,0.540000,0.300000,0.030000,0.000000,0.670000,0.030000,0.640000,0.030000,Agree,0.193548,Weak consensus,Agree,0.370000,Moderate consensus,no,28.24,50.58,41.62,54.90
finance-individual-investor-order-execution__question-a,finance__individual-investor-order-execution,Individual Investor Order Execution,https://kentclarkcenter.org/surveys/individual-investor-order-execution/,Finance,2023-01-19,Financial Regulation; Investment Management,Question A,The SEC’s proposed new rule for stock orders from individual investors is likely to be effective in giving those investors better prices on their trades on average.,,40,25,0,9,13,3,0,6,9,0.360000,0.120000,0.520000,0.240000,Uncertain,Split / disagreement,0.120000,https://kentclarkcenter.org/wp-content/uploads/2023/01/2023-01-18-Finance-Individual-Investor-Order-Execution.csv,mixed,,Financial regulation,source,0.90,0.000000,0.380000,0.460000,0.160000,0.000000,0.380000,0.160000,0.220000,0.160000,Uncertain,0.160000,Weak consensus,Uncertain,0.080000,No clear consensus,no,24.17,29.36,11.32,28.79
finance-individual-investor-order-execution__question-b,finance__individual-investor-order-execution,Individual Investor Order Execution,https://kentclarkcenter.org/surveys/individual-investor-order-execution/,Finance,2023-01-19,Financial Regulation; Investment Management,Question B,The new rule would improve the overall operation of the stock market.,,40,25,0,2,17,5,1,6,9,0.080000,0.240000,0.680000,-0.160000,Uncertain,Uncertain consensus,0.080000,https://kentclarkcenter.org/wp-content/uploads/2023/01/2023-01-18-Finance-Individual-Investor-Order-Execution.csv,mixed,,Financial regulation,source,0.90,0.000000,0.080000,0.590000,0.250000,0.080000,0.080000,0.330000,-0.250000,0.080000,Uncertain,0.440000,Moderate consensus,Uncertain,0.260000,Weak consensus,no,53.93,8.04,32.00,7.98
